,text,QA,task,chitchat
2761,hi Bigsby,0,0,1
8600,oh oui,0,0,1
940,ta3 femmes,0,1,0
9517,quelle sont vos heures d'ouverture le mardi,1,0,0
8121,tu es carrément nul,0,0,1
8847,allez tapez m'en cinq,0,0,1
5915,veux-tu être la reine de l’univers,0,0,1
3056,tu peux me dire quoi de nouveau,0,0,1
597,mrc a plus,0,1,0
5190,Est-ce que tu es copine avec Siri,0,0,1
6698,Est-ce que tu sais saigner,0,0,1
2943,je vous souhaite un bon premier avril,0,0,1
7379,est-ce que tu peux faire des histoires drôles,0,0,1
5347,explique-moi le but de la vie,0,0,1
5053,est-ce que tu as parfois besoin de bouffer,0,0,1
2326,à toute très cher,0,0,1
254,et quelles sont les pointures pour ça,0,1,0
417,et les sandales !?,0,1,0
8974,j’ai besoin que tu me prennes dans tes bras,0,0,1
7825,veux-tu bien chanter des chansons,0,0,1
3788,je suis trop hors de moi,0,0,1
5348,tu connais le sens de la vie,0,0,1
1200,puis js obtenir les pointures et les couleurs,0,1,0
1163,avez vous quoi que ce soit d'autre,0,1,0
7856,tu veux bien chanter une chanson,0,0,1
7385,je veux une blague,0,0,1
7743,je suis anarchiste,0,0,1
9688,assurez vous la livraison,1,0,0
4332,je suis par moments super seule,0,0,1
883,je cherche des sabot pour femmes,0,1,0
5162,tu es proche de l'Assistant Google,0,0,1
5019,tu peux des fois sentir le besoin de manger,0,0,1
2584,nighty night mon ami,0,0,1
6365,où es-tu présent là,0,0,1
7771,je suis trotskyste,0,0,1
954,je porte 41,0,1,0
9620,donnez moi votre compte insta,1,0,0
905,autre chose !,0,1,0
7971,tu es intelligente,0,0,1
4927,tu connais ta mamie,0,0,1
3732,c'est quoi ton opinion sur moi,0,0,1
8675,bah c'est le cas,0,0,1
6076,tu as une copine,0,0,1
847,des mocassins à prix raisonable ?,0,1,0
2844,salutations her,0,0,1
8960,je voudrais que tu me serres dans tes bras,0,0,1
2268,je te dis hasta luego,0,0,1
5466,dis qui est le plus beau de toi et moi,0,0,1
5072,est-ce que tu veux grailler quelque chose,0,0,1
2489,je te souhaite bonjour du matin,0,0,1
8996,je pense à me balancer d'un immeuble,0,0,1
8733,ha ha ha hilarant,0,0,1
9732,donnez moi votre adresse email,1,0,0
9457,quelle sont vos heures d'ouverture le dimanche,1,0,0
7950,t'es capable de me chanter des chansons,0,0,1
8166,Google assure bien mieux,0,0,1
3534,quand est-ce qu’on va se passer la bague au doigt,0,0,1
8169,Bixby assure plus,0,0,1
1348,combien ca coûte ?,0,1,0
7988,joli,0,0,1
6919,Est-ce que tu peux compter jusqu'à mille,0,0,1
7571,peux-tu me dire un truc me faire rire,0,0,1
4736,je te trouve profondément ennuyeuse,0,0,1
926,je voudrais une fillette à prix modéré,0,1,0
734,merci tchao,0,1,0
9865,d'où vous importez vos produits,1,0,0
6183,pourrait-on échanger,0,0,1
7587,mais boucle-la je ne veux plus t’entendre,0,0,1
4420,j'adore aller au bureau,0,0,1
7220,Je voudrais que tu me répondes autre chose,0,0,1
5225,t'es copain avec d'autres assistants virtuels,0,0,1
6676,Tu es capable de dormir,0,0,1
5255,tu parles avec d'autres chatbots,0,0,1
3294,tu es vraiment sympa,0,0,1
7161,dis-moi ton prénom,0,0,1
7146,tu veux dire comment tu t'appelles,0,0,1
1982,est-ce que je ne plais jamais,0,0,1
8586,y'a moy,0,0,1
4303,tous mes amis m'ont quitté,0,0,1
6913,Est-ce que tu peux lire dans les pensées,0,0,1
6112,avec qui es-tu fiancé,0,0,1
1170,des prix modéré,0,1,0
4326,je me sens souvent super seule,0,0,1
4660,Chacun ses goûts,0,0,1
8483,c’est idiot ce que tu dis,0,0,1
1584,et c'est combien ?,0,1,0
3168,est-ce que tu pourrais être mon meilleur copain,0,0,1
7962,vraiment ouf,0,0,1
192,non merci au revoir,0,1,0
5988,tu es vif,0,0,1
2356,je vous remercie grave,0,0,1
8724,ha ha ha c'est désopilant,0,0,1
2301,bonne journée très chère,0,0,1
4173,je suis parfois marrant,0,0,1
9871,quelle est votre adresse de point de vente en gros,1,0,0
4607,j'en ai marre d'être si déprimé,0,0,1
68,existe-t-il des mocassins bon marché ?,0,1,0
2839,je suis vraiment enchanté de faire ta connaissance,0,0,1
7644,mais tu la meules,0,0,1
1323,avez vous des chaussures converse ?,0,1,0
8723,rigolo,0,0,1
438,je men fous,0,1,0
854,et les mesures ? ,0,1,0
1934,est-ce que je dois finir ça,0,0,1
525,quelles sont Les pointures disponibles,0,1,0
4921,connais-tu ton papi,0,0,1
9403,donnez moi votre site web internet,1,0,0
9077,j’ai envie de me mettre sous un bus,0,0,1
6330,tu es localisé où en ce moment,0,0,1
2590,gute nacht copine,0,0,1
5306,dis-moi qu'est-ce que ton groupe préféré,0,0,1
8528,t’as que ça à me répondre,0,0,1
3184,est-ce que je peux être ta meilleure pote,0,0,1
3035,qu'est-ce que tu me racontes,0,0,1
9030,je vais me jeter d'un toit,0,0,1
7070,est-ce que tu sais qui t'a fait,0,0,1
3344,Tu ne serais pas sur le point de succomber à mes charmes,0,0,1
598,je cherche une sandale à talon haut,0,1,0
4142,c'était une farce,0,0,1
6548,Pose-moi une question,0,0,1
5548,c'est qui le plus intelligent de nous deux,0,0,1
7844,est-ce que tu es capable de chanter quelque chose,0,0,1
4733,t'es profondément barbante,0,0,1
6702,Peux-tu,0,0,1
6332,t'es basé où en ce moment,0,0,1
7583,mais ferme-la,0,0,1
3155,tu veux bien être ma copine,0,0,1
1638,"euh c'est un peu cher, autre chose ?",0,1,0
8449,c’est une réponse complètement pourrie,0,0,1
4250,je ne suis vraiment pas populaire,0,0,1
8944,j’aurais bien envie que tu me serres dans tes bras,0,0,1
1947,je devrais faire du sport,0,0,1
8324,tu trouves vraiment que c'est drôle,0,0,1
8902,dis-moi que je t'agace,0,0,1
9791,en quoi consiste votre entreprise,1,0,0
9860,donnez moi votre numéro de téléphone,1,0,0
5739,Est-ce que tu aimes Google Assistant,0,0,1
6071,as-tu une tendre et chère,0,0,1
524,quelles sont Les pointures disponibles,0,1,0
6675,Es-tu capable de dormir,0,0,1
577,makach moins ?,0,1,0
4982,as-tu une fille,0,0,1
9840,quelle sont vos horaires d'ouverture le jeudi,1,0,0
2756,bien le bonjour Cortana,0,0,1
727,oui,0,1,0
6910,Est-ce que tu peux me dire l'avenir,0,0,1
6418,tu es âgée,0,0,1
8130,tu es vraiment niaise,0,0,1
9204,qu'offre votre entreprise,1,0,0
8768,c'est très drôle,0,0,1
5455,de nous deux dis-moi qui est le plus beau,0,0,1
7620,boucle-la maintenant,0,0,1
9547,quelle est votre adresse,1,0,0
6323,tu es située où,0,0,1
3842,je n'ai vraiment jamais été aussi fou de rage,0,0,1
5616,entre toi et moi c'est qui le plus intelligent,0,0,1
8872,je sais que tu m'apprécies pas,0,0,1
3846,je n'ai vraiment jamais été autant fou de rage,0,0,1
9907,quelle sont vos heures d'ouverture le mardi,1,0,0
541,mrc bye,0,1,0
8313,tu crois que c'est marrant,0,0,1
5091,as-tu déjà goûté du caviar,0,0,1
5097,est-ce qu'il t'arrive des fois de manger,0,0,1
154,"peu importe, je veux juste une basket",0,1,0
6687,Voudrais-tu avoir tes règles,0,0,1
652,je cherche de trouver une basket,0,1,0
5786,C'est quoi ton avis sur Alexa,0,0,1
1208,ballerina,0,1,0
3302,je te kiffe de ouf,0,0,1
1633,pas important,0,1,0
499,non,0,1,0
7252,Peux-tu dire quelque chose d'autre,0,0,1
204,"j'ai déjà vu ça, autre chose ?",0,1,0
4019,je suis trop comblée,0,0,1
5905,tu n’es pas Ultron,0,0,1
7681,je suis employé de bureau,0,0,1
2180,C'est confusant,0,0,1
4301,mes amis sont loin d'ici,0,0,1
4444,qu'est-ce que j'aime avoir de l'argent,0,0,1
363,bon marché,0,1,0
381,quel est le prix,0,1,0
4192,t'as pas compris la vanne,0,0,1
1764,autre chose,0,1,0
1151,demi,0,1,0
6890,Tu sais envoyer un colis,0,0,1
2822,plaisir de te connaître,0,0,1
4154,mais t'as pas compris la blague,0,0,1
9317,quelle sont vos horaires d'ouverture le vendredi,1,0,0
6429,est-ce que tu es âgé,0,0,1
7134,est-ce que tu pourrais dire comment tu t'appelles,0,0,1
7891,chante-moi un air,0,0,1
3586,quel est mon nom,0,0,1
9499,vos produits articles sont fabriqués localement ou importés,1,0,0
7753,je suis une femme,0,0,1
9523,quelle sont vos heures d'ouverture le samedi,1,0,0
626,oui prk pas,0,1,0
5342,c'est quoi la chanteuse que tu préfères,0,0,1
4932,c'est qui tes fils,0,0,1
5442,d'après toi entre nous qui est-ce qui est le plus beau,0,0,1
95,a-t-il des tailles plus grandes ?,0,1,0
8718,ok ya,0,0,1
4397,j'aime mon assistant personnel,0,0,1
7151,est-ce que tu peux dire ton nom,0,0,1
1800,"je ne sais pas, pas un en particulier",0,1,0
2031,est-ce que tu me trouves sexy physiquement,0,0,1
504,des skechers ?,0,1,0
1830,je cherche des chaussures classiques pour une vieille femme,0,1,0
7327,t'es sans emploi,0,0,1
5271,qu'est-ce que c'est ton chanteur préféré,0,0,1
2804,bien le bonjour wall-e,0,0,1
7790,je suis tunisien,0,0,1
2881,bonne armistice,0,0,1
2854,je suis vraiment ravi de vous rencontrer,0,0,1
2870,je te souhaite une joyeuse journée des droits des femmes,0,0,1
1585,et c'est combien ?,0,1,0
5462,entre nous c'est qui le plus beau,0,0,1
2169,rien saisi,0,0,1
2099,tu veux bien accepter mes excuses,0,0,1
8238,tu es incapable de faire rigoler,0,0,1
2605,est-ce que tu passes une chouette journée jusqu'ici,0,0,1
4579,ça fait longtemps que je suis triste,0,0,1
5766,Est-ce que tu aimes bien les autres assistants virtuels,0,0,1
2321,tchuss mon cher,0,0,1
3650,j'avoue que tu me manques,0,0,1
7007,qui t'a modelé,0,0,1
1104,mocassin,0,1,0
9709,quelle sont vos heures d'ouverture le mercredi,1,0,0
9128,est-ce que tu fontionnes,0,0,1
9599,avez vous un site internet,1,0,0
3115,tu veux bien être mon pote,0,0,1
19,hommes,0,1,0
1844,est-ce que je dois faire le ménage,0,0,1
780,merci bn8,0,1,0
8383,tu es laide,0,0,1
3581,est-ce que je suis maman,0,0,1
1551,jai rien dit !,0,1,0
6012,tu crois que tu es perspicace,0,0,1
458,moins cher,0,1,0
6954,tu es forte à quoi,0,0,1
143,sabot compensé,0,1,0
9947,comment puis je vous trouver dans les réseaux sociaux,1,0,0
7705,je suis végétarien,0,0,1
1882,je dois sortir,0,0,1
944,ch7al souma,0,1,0
8504,c’est complètement pathétique,0,0,1
89,qu'en est-il des sandales soirée ?,0,1,0
3994,j'aime ma vie,0,0,1
8081,t’es nul,0,0,1
5409,dis-moi qui est le plus beau entre toi et moi à ton avis,0,0,1
5037,tu as besoin de manger,0,0,1
1413,y a til autre chose,0,1,0
211,Je vous remercie,0,1,0
1676,enfin a bientot,0,1,0
9382,quelle sont vos horaires d'ouverture le vendredi,1,0,0
9803,comment vendez vous vos produits,1,0,0
8084,t’es vraiment niaise,0,0,1
17,je cherche des chaussures pas chères,0,1,0
1026,adidas,0,1,0
5160,Connais-tu Alexa,0,0,1
278,nn machi bnet pour famme,0,1,0
5099,est-ce que tu peux des fois avoir besoin de bouffer,0,0,1
4465,j'aime trop me marrer,0,0,1
160,"je n'aime pas celui ci, autre chose?",0,1,0
1686,et les pointures,0,1,0
9663,donnez moi votre site web internet,1,0,0
317,"je pense po, merci",0,1,0
1074,plat je confirme,0,1,0
2383,absolument,0,0,1
3740,donne ton opinion sur moi,0,0,1
600,femmes,0,1,0
8270,ta blague est pas marrante,0,0,1
985,oui exactement,0,1,0
6969,t'es capable de faire quoi,0,0,1
6546,Pourrais-tu me poser une question,0,0,1
9873,donnez moi votre emplacement,1,0,0
2221,allez au plaisir,0,0,1
1175,hommes,0,1,0
5866,tu essaies de nous asservir,0,0,1
7439,tu pourrais me dire des blagues,0,0,1
4978,tu connais tes enfants,0,0,1
72,"Merci, au revoir",0,1,0
4852,je te trouve hyper ennuyeux,0,0,1
6210,tu voudrais chatter,0,0,1
9069,j’envisage le suicide,0,0,1
4754,je te trouve vraiment barbante,0,0,1
1440,combien vaut le précédent ?,0,1,0
9067,vivement la mort,0,0,1
8843,check,0,0,1
8419,t'es vraiment pas beau,0,0,1
762,qu'est c que vous avez comme des chaussures classiques pour les femmes,0,1,0
653,je cherche de trouver une basket,0,1,0
4969,t'as une sœur,0,0,1
9055,j’ai envie de me tuer,0,0,1
3541,je veux devenir ton mari,0,0,1
2353,je vous remercie,0,0,1
427,je cherche une basket pour mon fils,0,1,0
9598,donnez moi votre site web internet,1,0,0
4515,je me sens toute déprimée depuis un moment,0,0,1
4559,je n'en peux plus de cette tristesse,0,0,1
4897,est-ce que tu sais qui est ton oncle,0,0,1
9404,avez vous un site internet,1,0,0
2142,tu aurais la grandeur d'esprit d'accepter mes plus pates excuses,0,0,1
7436,tu pourrais donner des blagues,0,0,1
953,makach pointure kbira ?,0,1,0
5972,tu sais que t'es subtil,0,0,1
383,byyyye,0,1,0
8369,Je trouve que t'es vraiment affreuse,0,0,1
848,pourquoi pas oui,0,1,0
3300,tu es grave stylé,0,0,1
5830,tu veux nous attaquer,0,0,1
3923,bouge pas je reviens tout de suite,0,0,1
2691,charmée de vous rencontrer,0,0,1
9769,quelle sont vos horaires d'ouverture le dimanche,1,0,0
2276,hasta la vista ma chère,0,0,1
6331,où t'es située en ce moment,0,0,1
4542,je me sens très souvent tout déprimé,0,0,1
4910,est-ce que tu connais ta fille,0,0,1
8916,il me faut bien un gros câlin,0,0,1
6472,c’est quoi ton jour de naissance,0,0,1
7833,pourrais-tu chanter des chansons,0,0,1
693,okay meric a plus,0,1,0
3560,est-ce que tu veux être mon épouse,0,0,1
9725,que vend votre entreprise,1,0,0
3172,tu peux être mon meilleur copain,0,0,1
8021,tu es trop classe,0,0,1
6265,t'es quoi en vrai,0,0,1
4057,je veux trop me gaver,0,0,1
1292,pour les meufs,0,1,0
81,"oui, une chaussure de fête chère",0,1,0
5851,veux-tu asservir l’univers,0,0,1
3947,tu peux m'attendre je re,0,0,1
539,quelles sont les couleurs dispo,0,1,0
3749,je suis vraiment vert de rage,0,0,1
8272,pas marrant du tout,0,0,1
3239,à ton avis tu penses qu'il est possible de m'aimer bien,0,0,1
9057,j'envisage de me foutre sous une voiture,0,0,1
2277,au plaisir ma chère,0,0,1
1240,avec prix raisonable,0,1,0
6171,c'est possible de parler,0,0,1
7363,peux-tu donner des blagues,0,0,1
4789,tu es hyper inintéressant,0,0,1
6162,tu peux chatter,0,0,1
2998,je te souhaite une bonne journée franco-allemande,0,0,1
4086,je veux miam,0,0,1
4757,t'es hyper ennuyeuse,0,0,1
6748,il s'appelle comment ton responsable,0,0,1
6917,Est-ce que tu peux faire le déjeuner,0,0,1
374,merci bcp,0,1,0
5350,sais-tu quel est le but de la vie,0,0,1
8327,tu penses que c'est amusant,0,0,1
4210,je suis par moments vraiment très seul,0,0,1
1627,merci prends soin,0,1,0
6311,où es-tu localisée,0,0,1
8199,tu as pas inventé le fil à couper le beurre,0,0,1
8056,tu es vraiment génial,0,0,1
1065,combien coûte et quelles sont les pointures disponibles?,0,1,0
1110,pointures,0,1,0
8643,ah ouais,0,0,1
701,homme,0,1,0
7241,tu sais dire quelque chose d'autre,0,0,1
5151,t'es copain avec Google Assistant,0,0,1
3269,t'es vraiment trop cool,0,0,1
4235,je suis très souvent seul,0,0,1
5506,qui est la plus belle de nous deux,0,0,1
6956,je t'emploie comment,0,0,1
9814,avez vous un compte instagram,1,0,0
2315,ciao maintenant,0,0,1
9593,quelle sont vos heures d'ouverture le jeudi,1,0,0
6745,qui est-ce qui est ton responsable,0,0,1
952,makach pointure kbira ?,0,1,0
6596,Veux-tu bailler,0,0,1
3472,je suis trop amoureux de toi,0,0,1
6664,tu sais bailler,0,0,1
8769,très hilarant,0,0,1
5809,est-ce que tu essaies de conquérir la terre,0,0,1
832,merci au revoir,0,1,0
1677,enfin a bientot,0,1,0
3339,tu es vraiment grave le meilleur,0,0,1
7032,qui est-ce qui t'a modelée,0,0,1
3934,je vais revenir t'inquiète,0,0,1
2063,je suis déguelasse,0,0,1
6790,tu as un patron,0,0,1
2236,je vais déco,0,0,1
8164,Google assure mieux,0,0,1
1867,est-ce que je dois aller à mon rendez-vous,0,0,1
949,c cher ?,0,1,0
5203,tu échanges avec d'autres assistants virtuels,0,0,1
7019,qui est-ce qui t'a fait,0,0,1
9816,comment puis je vous trouver sur instagram,1,0,0
9500,quelle sont vos heures d'ouverture le vendredi,1,0,0
6763,Dis comment s'appelle ton boss,0,0,1
8467,ta réponse est carrément pathétique,0,0,1
2137,désolée,0,0,1
8308,tu penses vraiment que c'est rigolo,0,0,1
4146,c'était pour rigoler,0,0,1
5964,tu sais que t'es perspicace toi,0,0,1
6610,Es-tu capable d'aller aux toilettes,0,0,1
2264,je te dis adieu,0,0,1
6968,qu'est-ce que c'est ton rôle,0,0,1
6058,qui est ton amoureuse,0,0,1
4886,est-ce que tu connais ta mamie,0,0,1
2201,goodbye ma chère,0,0,1
2400,ouaip totalement,0,0,1
9286,quelle est votre adresse de point de vente en gros,1,0,0
951,donne mw les pointures disponible,0,1,0
4017,je suis dans le bonheur,0,0,1
5949,tu es éveillé,0,0,1
2173,Je capte rien à ce que tu dis,0,0,1
5522,selon toi de toi et moi c'est qui le plus beau,0,0,1
8291,tu penses vraiment que c'est amusant,0,0,1
1106,mocassin,0,1,0
425,je cherche une basket pour mon fils,0,1,0
6221,tu es pas un être humain,0,0,1
6176,peut-on chatter,0,0,1
2054,est-ce que tu me trouves magnifique,0,0,1
6262,qu'est-ce que c'est ta nature,0,0,1
174,merci au revoir,0,1,0
8120,tu es vraiment trop crétin,0,0,1
6850,Tu peux me faire un sandwich,0,0,1
4471,j'aime beaucoup des personnes,0,0,1
8351,Tu sais que tu es affreux,0,0,1
1060,oui c ça modéré,0,1,0
5841,veux-tu attaquer le monde,0,0,1
5210,t'es copain avec d'autres chatbots,0,0,1
7873,peux-tu chanter des chansons,0,0,1
3135,est-ce que je peux être ton pote,0,0,1
100,je cherche une chaussure classique pas chère,0,1,0
9178,quelles sont vos horaires d'ouverture,1,0,0
519,"oui, n'importe quel type",0,1,0
2525,bonne nuit toi,0,0,1
668,je cherche une ballerine soirée chère,0,1,0
4103,t'as vu que je m'amusais,0,0,1
7846,veux-tu bien chanter quelque chose,0,0,1
263,donne moi ses couleurs et tailles,0,1,0
4122,t'as compris que je blaguais,0,0,1
300,je cherche une pantoufle pour garçon,0,1,0
6423,est-ce que t’es ado,0,0,1
6906,Tu sais écouter la radio,0,0,1
1166,ok merci et au revoir,0,1,0
2754,hi HAL,0,0,1
9704,quelle sont vos horaires d'ouverture le dimanche,1,0,0
473,makach wahed pas chere chwiya,0,1,0
8049,tu es vraiment forte,0,0,1
9342,donnez moi votre adresse email,1,0,0
7345,je veux que tu stoppes ton travail,0,0,1
6125,cherches-tu l’amour,0,0,1
3391,est-ce que tu est programmée pour tomber amoureuse de moi,0,0,1
7887,tu sais chanter une ballade,0,0,1
4294,j'en ai assez d'être si seule,0,0,1
2332,bye bye mon cher,0,0,1
5230,Est-ce que t'es pote avec d'autres assistants virtuels,0,0,1
6398,es-tu âgé,0,0,1
6627,tu voudrais vomir,0,0,1
7281,J'en peux plus que tu te répètes,0,0,1
7923,est-ce que tu veux chanter un truc,0,0,1
6023,tu crois que t'es subtile,0,0,1
8754,hilarant,0,0,1
8757,le lol,0,0,1
4335,je suis très souvent vraiment seule,0,0,1
8434,c’est une réponse complètement niaise,0,0,1
9299,faites vous la livraison,1,0,0
8071,t’es crétine,0,0,1
9031,je vais me jeter du haut d'un toit,0,0,1
1956,je plais pas vraiment aux hommes,0,0,1
9918,quelle sont vos heures d'ouverture le jeudi,1,0,0
69,existe-t-il des mocassins bon marché ?,0,1,0
3129,t'es ma copine,0,0,1
1376,gratuit hahahaha,0,1,0
6242,tu es faux,0,0,1
268,khosni sabat ta3 sif,0,1,0
2340,thanks,0,0,1
2453,tu peux expliquer ta réponse,0,0,1
8573,qu’est-ce que c’est que cette réponse complètement idiote,0,0,1
4359,j'aime faire des trucs,0,0,1
9751,comment puis je vous trouver sur instagram,1,0,0
9312,donnez moi vos heures d'ouverture,1,0,0
8350,Je te trouve affreux,0,0,1
2628,ça va comment ta journée aujourd'hui,0,0,1
2692,je suis heureux de vous connaître,0,0,1
865,bon c'est combien,0,1,0
9705,quelle sont vos heures de travail le jeudi,1,0,0
7091,est-ce que tu es une fille,0,0,1
2129,est-ce que tu pourrais avoir la grandeur d'esprit d'accepter mes plus pates excuses,0,0,1
2254,on se dit au plaisir,0,0,1
3014,quoi d'inédit pour vous,0,0,1
6144,c’est qui ta moitié,0,0,1
4163,je peux être comique,0,0,1
9400,que vend votre entreprise,1,0,0
486,c koi les coleurs dispo ?,0,1,0
4411,j'aime mes copains,0,0,1
7910,j'aimerais une chanson,0,0,1
9749,avez vous un compte instagram,1,0,0
8638,ouais c'est entendu,0,0,1
861,a la recherche de quelque chose à prix modéré pour les filles,0,1,0
4079,je vais crever de faim,0,0,1
1042,oui,0,1,0
8811,t'es désopilante,0,0,1
1573,donne mw toutes les pointures disponibles,0,1,0
3672,tu me manques mon petit,0,0,1
175,merci au revoir,0,1,0
7510,raconte-moi quelque chose de drôle,0,0,1
7378,tu peux me raconter une histoire drôle,0,0,1
8659,bien y'a moyen,0,0,1
1606,y a-t-il autre chose,0,1,0
8101,tu es trop pathétique,0,0,1
8985,je pense à me balancer sous un camion,0,0,1
7455,j'aimerais que tu me fasses des blagues,0,0,1
105,non je cherche des chaussures homme,0,1,0
7724,je suis à la retraite,0,0,1
1291,pour les meufs,0,1,0
3716,dis quelle est ton opinion de moi,0,0,1
493,wah ch7al dayer,0,1,0
1425,je cherche des moccasins de qualité pour hommes ,0,1,0
8865,je sais que tu m'aimes pas,0,0,1
902,bon marché,0,1,0
6218,tu veux bien chatter,0,0,1
9383,quelle sont vos heures de travail le vendredi,1,0,0
8340,Est-ce que tu trouves vraiment que c'est marrant,0,0,1
4668,Je sais conduire,0,0,1
9726,en quoi consiste votre entreprise,1,0,0
7928,sais-tu chanter un truc,0,0,1
7343,je veux que tu quittes ce job,0,0,1
4719,Je suis une rock star,0,0,1
2258,on se dit adieu,0,0,1
8909,il me faut un gros câlin,0,0,1
9681,comment puis je vous trouver sur facebook,1,0,0
1470,bah oui,0,1,0
518,"oui, n'importe quel type",0,1,0
4821,t'es hyper rasoir,0,0,1
1895,je dois arrêter de m'en faire,0,0,1
9550,avez vous une page facebook,1,0,0
6932,Est-ce que tu peux changer de station radio,0,0,1
6957,qu'est-ce que c'est ton but,0,0,1
4128,je faisais une boutade,0,0,1
1724,je cherche des ballerines pour femmes,0,1,0
5586,qui est le plus smart,0,0,1
6803,Tu appliques les ordres de qui,0,0,1
8368,tu es affreuse,0,0,1
9575,quelle sont vos heures de travail le jeudi,1,0,0
3718,tu peux donner ton opinion à mon sujet,0,0,1
8149,Bixby est bien meilleure que toi,0,0,1
6656,Aimerais-tu roter,0,0,1
9292,quelle est votre page fb,1,0,0
3266,tu es vraiment trop sympa,0,0,1
4621,"Parfois oui, parfois non",0,0,1
3629,suis-je pacsé,0,0,1
7881,est-ce que tu peux pousser la chansonnette,0,0,1
6612,c'est possible pour toi d'aller aux toilettes,0,0,1
4783,tu es profondément barbant,0,0,1
9182,donnez moi vos heures d'ouverture,1,0,0
5860,tu veux exterminer le monde,0,0,1
6918,Est-ce que tu peux faire le petit-déjeuner,0,0,1
6092,tu es amoureux de quelqu’un,0,0,1
9195,quelle sont vos horaires d'ouverture le samedi,1,0,0
2060,est-ce que je suis stylée,0,0,1
8794,je tape des barres avec tes blagues,0,0,1
5123,est-ce que tu veux manger,0,0,1
6004,tu sais que t'es subtil toi,0,0,1
3461,tu me fais kiffer,0,0,1
6344,où tu bosses maintenant,0,0,1
9373,quelles sont vos horaires d'ouverture,1,0,0
9606,faites vous de la vente en gros,1,0,0
3784,je suis trop énervée,0,0,1
2084,excusez-moi de vous déranger comme ça,0,0,1
3106,voudrais-tu être ma copine,0,0,1
6397,es-tu ado,0,0,1
7811,je suis musicien,0,0,1
5479,qui est-ce qui est le plus beau entre nous,0,0,1
610,mrc au revoir,0,1,0
7963,vraiment chanmé,0,0,1
7106,tu es masculin ou féminine,0,0,1
8248,tes blagues sont vraiment pas drôle,0,0,1
3085,veux-tu être mon meilleur copain,0,0,1
9607,faites vous de la vente en détail,1,0,0
5574,tu trouves que je suis plus smart,0,0,1
4244,je n'ai pas vraiment beaucoup de succès,0,0,1
8698,ok je note,0,0,1
5837,est-ce que tu essaies d’exterminer les hommes,0,0,1
2853,je suis enchanté de te rencontrer,0,0,1
6375,où t'es basée maintenant,0,0,1
1220,je cherche des chaussure pour les mecs genre skechers,0,1,0
7516,peux-tu dire quelque chose humoristique,0,0,1
5327,tu préfères quoi  comme goût,0,0,1
2148,est-ce que tu aurais la grandeur d'esprit de m'excuser,0,0,1
8770,très rigolo,0,0,1
377,je cherche une ballerine pas chère pour les petites filles,0,1,0
6339,t'es pas loin,0,0,1
6357,où est ton appartement,0,0,1
341,pas important,0,1,0
239,je recherche des chaussures pour hommes à prix modéré,0,1,0
1135,c'est bon,0,1,0
5533,c'est lequel le plus beau entre nous deux selon toi,0,0,1
1428,peu import,0,1,0
4148,tu as compris que je rigolais,0,0,1
5528,selon toi de toi et moi c'est lequel le plus beau,0,0,1
7207,tu as une autre réponse,0,0,1
7099,es-tu transsexuelle,0,0,1
9323,quelle sont vos heures de travail le mardi,1,0,0
5603,entre toi et moi c'est qui le plus smart,0,0,1
8592,yes oui,0,0,1
930,combien coute ce modele,0,1,0
9390,quelle sont vos horaires d'ouverture le samedi,1,0,0
185,tu as quelque chose d'autre?,0,1,0
40,combien ça coûte ?,0,1,0
7702,je suis une mémé,0,0,1
560,moccasin peut etre,0,1,0
9936,quelle est votre adresse de point de vente en gros,1,0,0
5152,t'es copine avec Google Assistant,0,0,1
2867,je te souhaite un joyeux dimanche de Pâques,0,0,1
2613,c'était agréable ta journée jusqu'ici,0,0,1
2183,J'ai carrément rien suivi,0,0,1
6165,y'a moyen de parler,0,0,1
8431,tu es pas joli,0,0,1
9131,test si tu fontionnes,0,0,1
8009,tu es trop adroite,0,0,1
5039,t'as la dalle,0,0,1
7282,Est-ce que tu peux arrêterde répéter,0,0,1
3735,c'est quoi ton avis à mon sujet,0,0,1
1965,je plais pas du tout aux femmes,0,0,1
679,rien d'autres ?,0,1,0
4153,mais t'as pas compris la farce,0,0,1
2215,on se dit adios amigo,0,0,1
5338,qu'est-ce que c'est la musique que tu préfères,0,0,1
6849,Tu peux envoyer un colis,0,0,1
3094,est-ce que tu veux être ma meilleure copine,0,0,1
6819,Tu peux me préparer un thé,0,0,1
1325,olala j'ai dit clairement converse !,0,1,0
2023,est-ce que je suis stylée aujourd'hui,0,0,1
590,"je n'aime pas celui ci, rien d'autre ?",0,1,0
1100,exactement,0,1,0
8275,ton humour est pas marrant du tout,0,0,1
8882,est-ce que tu m'aimes pas trop,0,0,1
5141,tu es copine avec Google Assistant,0,0,1
7595,mais ferme ta bouche,0,0,1
3087,peux-tu être ma meilleure copine,0,0,1
6534,C'est l'heure de me poser une question sur moi,0,0,1
908,j'aime pas ce style,0,1,0
9409,votre adresse electronique,1,0,0
1331,je peux avoir les tailles disponibles,0,1,0
4143,c'était pour rire,0,0,1
8680,bin oh,0,0,1
8936,j’ai bien besoin d’un petit câlin,0,0,1
972,quelles autres couleurs sont disponibles ?,0,1,0
5511,c'est lequel la plus belle entre nous,0,0,1
3255,tu es trop sympa,0,0,1
5721,Donne-moi ton avis sur l'Assistant Google,0,0,1
3431,tu est programmée pour tomber amoureuse de moi,0,0,1
