,text,classes
30699,est-ce que tu veux exterminer l’univers,chitchat
25925,tu est conçu pour kiffer sur moi,chitchat
27193,je me sens bien pour moi,chitchat
36194,elle est trop conne ta réponse,chitchat
12898,"J'ai vu ce film effrayant de requin l'autre jour, j'ai dû me couvrir les yeux tout le temps!",empathetic
29566,tu es copain avec Bixby,chitchat
28262,pourquoi est-ce que je me sens déprimée,chitchat
13994,Je n'arrivais pas à croire que j'ai demandé à ma petite amie de m'épouser et elle a dit non.,empathetic
591,J'étais à la station-service pour remplir ma voiture d'essence et ce type m'a énervé.,empathetic
35374,Siri assure plus,chitchat
22444,Je suis malade depuis une semaine.,empathetic
12857,J'ai mangé le dernier morceau de gâteau à la fête du bureau et je n'ai rien dit à personne.,empathetic
25834,on dirait tu m’aimes,chitchat
5948,Je suis allé dans une maison hantée et je n'ai pas pu me mettre à l'intérieur.,empathetic
22866,je dois finir ce livre,chitchat
33110,tu as un créateur,chitchat
29845,est-ce que tu peux expliquer le véritable sens de la vie,chitchat
14602,Je ne suis pas en mesure de payer mon hypothèque. Je pense que je vais perdre ma maison,empathetic
3692,Maman m'a acheté des courses une fois.,empathetic
11734,J'étais si heureuse quand ma fille a marqué le but gagnant pour son match de soccer. Elle s'entraîne si fort et mérite la reconnaissance.,empathetic
30551,Donne ton opinion sur Bixby,chitchat
981,MES enfants sont tellement différents les uns des autres. Je pense qu'ils vont tous faire de grandes choses,empathetic
12397,J'ai rendez-vous chez le médecin le jeudi.,empathetic
30448,tu penses quoi de la technologie aujourd'hui,chitchat
22013,Mon meilleur ami a gagné deux fois ces cadeaux Taco Bell Playstation 4. J'aimerais avoir sa chance parfois.,empathetic
2543,L'anniversaire de ma femme m'a manqué.,empathetic
24817,bonjour wall-e,chitchat
19387,J'essayais d'apprendre à faire un steak et j'avais tellement peur de la flamme sur le gril! C'était trop chaud!,empathetic
7775,"J'ai quitté ma maison pour travailler et quand j'y suis arrivé, j'ai remarqué que je portais toujours un pantalon de pyjama!",empathetic
6722,J'ai commandé 50 $ de nourriture pour être livré et c'était tout faux quand le gars l'a livré!,empathetic
6761,"si triste robin williams est décédé, il me manque",empathetic
26932,bouge pas je reviens tout de suite,chitchat
27577,je n'ai pas beaucoup de vrais amis,chitchat
14316,Je ne trouve jamais rien à regarder à la télé. Je paye trop pour ce satellite.,empathetic
18875,"Je me sentais un peu inquiet ces derniers temps, puisque mes enfants retournent à l'école. L'un à la fac, l'autre au lycée. Ils grandissent si vite!",empathetic
25026,je vous souhaite une très bonne fête des mères,chitchat
5040,"J'ai essayé une nouvelle recette l'autre jour. Il avait l'air vraiment dur, mais il est sorti génial!",empathetic
18516,J'avais peur quand je suis allé au cinéma seul.,empathetic
25271,est-ce que tu pourrais être mon meilleur pote,chitchat
536,La fois où mon petit ami a eu à manger sans moi.,empathetic
8241,J'étais à mon premier rendez-vous aveugle!,empathetic
31825,où t'es présent en ce moment,chitchat
7577,"Un jour, j'ai commandé une pizza. Elle devait arriver dans 30 minutes, mais 30 minutes semblaient être des heures.",empathetic
23198,est-ce que tu me trouves jolie,chitchat
16409,"J'étais un peu inquiet de devoir trouver un nouveau lieu,, mais maintenant je n'ai plus rien à faire et passer par ce processus ennuyeux.",empathetic
8124,Je suis si contente d'avoir assez d'argent économisé au cas où quelque chose arriverait.,empathetic
16490,Mon mari a organisé une fête de remise des diplômes pour moi et je me suis senti ainsi.,empathetic
30877,tu es dangereuse pour les hommes,chitchat
35138,tu es carrément pas bête,chitchat
16957,Je ne peux pas attendre jusqu'à ce soir. Je vais à un événement de tatouage,empathetic
33416,je parle de toi comment,chitchat
28800,je trouve que tu es super barbante,chitchat
36703,tu es très rigolo,chitchat
13611,Je n'aime pas les gens qui prennent l'HOA trop au sérieux,empathetic
7954,"Quand c'est calme autour de la maison, les choses se sentent paisibles.",empathetic
22689,"J'ai fait du vélo sur une nouvelle piste cyclable l'autre jour. C'était beaucoup de plaisir mais je ne connaissais pas la route ou la colline, donc j'étais vraiment réticente à aller trop vite de peur que je ne m'efface sur une courbe.",empathetic
36890,dis-moi que je t'agace,chitchat
21732,"Récemment découvert que l'un de mes meilleurs amis de retour à la maison est mort dans un accident de voiture. Je ne sais même pas quoi dire à ses parents, Je n'ai pas été en mesure de les appeler avec des condoléances.",empathetic
20242,"Un tubercule m'a acheté un car,it m'a complètement pris au large de la gourde.",empathetic
5709,J'ai renversé mon café il y a quelques jours.,empathetic
35256,t’es vraiment crétine,chitchat
2693,J'ai réservé des vacances la semaine prochaine et ça va être amusant!,empathetic
11704,C'est la première fois que j'ai construit quelque chose.,empathetic
16914,J'ai récemment commencé à former mon chien pour qu'il soit plus obéissant. J'ai un moyen d'y aller mais je m'améliore.,empathetic
27416,je peux être comique parfois,chitchat
11912,Je suis allé dans une maison hantée. Le gars à la tronçonneuse m'a poursuivi. J'avais tellement peur.,empathetic
16692,pour les vacances à domicile,empathetic
7701,Mon résultat de l'examen arrive la semaine prochaine. J'ai des papillons dans mon estomac maintenant lui-même. Cet examen est si important pour moi,empathetic
24294,passes-tu une chouette journée jusqu'ici,chitchat
24804,ravi de faire ta connaissance,chitchat
23091,est-ce que je ne te plais pas,chitchat
28235,j'ai le moral dans les chaussettes,chitchat
7632,Ma copine a eu des tickets pour un concert ce week-end. C'est mon groupe préféré et je pensais que les tickets étaient vendus.,empathetic
6194,J'ai eu un bonus de 50 $ et c'était très inattendu ET nécessaire!,empathetic
10009,J'avais peur quand je suis rentré hier soir.,empathetic
7460,Je suis si heureuse quand ma mère m'a acheté un gâteau la semaine dernière.,empathetic
10562,"La fille que je voyais m'a dit qu'elle n'était pas prête pour une relation. Moins d'une semaine plus tard, elle avait un petit ami alors j'étais en colère qu'elle m'ait menti.",empathetic
22090,Mon ex petit ami et moi étions ensemble pendant 4 ans. J'étais fidèle à lui pendant 4 ans.,empathetic
33817,une histoire drôle,chitchat
21061,Il pleuvait tellement ici que notre rivière locale inondait notre ville. Ma famille avait passé les nuits précédentes à placer des sacs de sable autour de notre maison.,empathetic
14261,Je ne fais confiance qu'à moi-même parce que je suis la seule personne qui ne m'a jamais déçue.,empathetic
10421,"Pendant la conduite dans le road, les gens n'utilisent pas correctement les indicateurs. Ils utilisent les clignotants pour gauche et prendre à droite.",empathetic
5861,J'ai tellement peur d'oublier mes lignes pendant la pièce.,empathetic
27111,je suis enchantée,chitchat
30614,Donne-moi ton opinion sur les chatbots,chitchat
13011,quand je n'ai pas pu aller avec ma famille,empathetic
24394,as-tu eu une chouette journée,chitchat
33675,Je suis saoulée que tu donnes les mêmes réponses,chitchat
2417,Je crois qu'une souris est à nouveau dans ma cuisine.,empathetic
14429,"Mon ami a eu des chaussures nouvelles douces, ce sont juste mon style. Je n'arrive pas à y croire.",empathetic
18388,Ma femme rentre à la maison après avoir quitté le pays pendant 2 mois.,empathetic
3135,Ma fille est très bonne à l'orthographe. Elle est arrivée à la finale dans l'orthographe de l'abeille et elle a gagné!,empathetic
35905,T'as tropune sale gueule,chitchat
26720,je suis super furieux,chitchat
8600,"Mon petit ami me met vraiment sur le nerf ces derniers temps. Chaque fois qu'on sort, il parle toujours avec d'autres filles.",empathetic
29282,est-ce que tu peux des fois avoir envie de bouffer,chitchat
33209,est-ce que tu sais qui t'a imaginé,chitchat
7649,"Je suis un peu mécontent du temps d'aujourd'hui, il va pleuvoir.",empathetic
34165,je voudrais me marrer,chitchat
37392,dis est-ce que tu marches bien,chitchat
30878,tu es dangereuse pour l’humanité,chitchat
19999,Je me sens anxieux quand je ne peux pas prendre un moment pour moi,empathetic
16122,"J'ai commandé un Lyft à mon fils de 15 ans pour qu'il aille de la maison d'un ami à l'autre.C'est peut-être bizarre pour lui de monter avec un étranger, mais j'étais à l'aise avec le syste.m.",empathetic
11967,J'ai utilisé Youtube pour réparer mon frigo.,empathetic
22164,Im peur et anxiété pour l'avenir,empathetic
20301,Je m'attendais à voir Beyonce dans un concert hier,empathetic
6423,"J'ai perdu mon portefeuille, mais quelqu'un l'a rendu.",empathetic
21006,Je suis si heureuse d'être grand-mère.,empathetic
14691,"Plus je vieillis, plus je me souviens de mon enfance.",empathetic
32462,c'est possible pour toi de transpirer,chitchat
21802,Je suis nerveux à propos de mon enfant de 5 ans qui commence la maternelle.,empathetic
25571,est-ce que tu penses qu'il est possible de m'aimer bien,chitchat
17949,"Quand mon animal a été gravement blessé il y a quelques mois, j'ai pensé pour sûr qu'elle n'y arriverait pas.",empathetic
18260,Ma famille va bientôt venir en ville et la maison est propre.,empathetic
30829,tu veux dominer l’humanité,chitchat
30794,veux-tu dominer l’univers,chitchat
25874,tu tomberas amoureuse de moi,chitchat
30302,est-ce que tu sais que je suis plus intelligent que toi,chitchat
35757,tu penses vraiment que c'est marrant,chitchat
14397,Je postule pour un stage et je ne pense pas que je vais l'obtenir,empathetic
28773,je trouve que tu es vraiment sans intérêt,chitchat
8419,J'étais en colère quand j'ai vu mon chien s'enfuir de chez moi.,empathetic
20012,"Quand j'ai laissé ma clé dans ma voiture pour le mécanicien, je me suis demandé",empathetic
698,J'étais si heureuse quand j'ai vu ma fille marquer le but gagnant pour son équipe de soccer. Elle travaille si dur à l'entraînement et aux exercices.,empathetic
8771,"Je ne pouvais pas croire que mon ex amie fille pourrait être une ingrate.Après tout ce que j'ai fait pour ici,she remboursée soit de cette façon?",empathetic
1738,Je suis si heureuse que tous mes enfants soient nés en bonne santé.,empathetic
29324,est-ce que tu grailles des fois,chitchat
1789,Je suis excitée pour le nouveau jeu de bors super fracing qui sortira bientôt,empathetic
26289,est-ce que j’ai un copain,chitchat
11715,"J'ai fait un délicieux gâteau au chocolat pour l'anniversaire de ma fille. Je ne pouvais pas attendre la fête donc pris un petit morceau pour m'assurer que c'était bon. Ensuite, pense que je savais que la moitié du gâteau était partie!",empathetic
21443,"Mon aîné part pour l'université la semaine prochaine, j'ai peur qu'elle aille dans le monde réel, mais je suis certain qu'elle ira bien à la fin.",empathetic
34308,ferme ton clapoir,chitchat
34105,peux-tu raconter quelque chose de drôle,chitchat
13147,J'ai gagné un pari de 50 $ que j'avais tout oublié.,empathetic
3257,"Je m'assieds toute la journée à la maison, j'en ai marre.",empathetic
18549,Je pense que c'est génial comme mon mari fait dans son nouveau poste de manager. Il est devenu le meilleur assistant de son marché en seulement 2 ans.,empathetic
11338,im ont 4 beaux enfants qui sont les meilleurs buteurs,empathetic
20901,voir une souris,empathetic
36817,tu m'apprécies pas,chitchat
34415,je suis enseignante,chitchat
33206,tu sais qui t'a modelé,chitchat
35774,Je suis sûre que t'es laid,chitchat
35184,tu es vraiment forte,chitchat
32612,Dis comment s'appelle ton boss,chitchat
32965,à quoi tu es fort,chitchat
14045,Ma voisine a fait entrer sa maison par effraction la semaine dernière et a eu peur de rester seule après le vol. Nous l'avons laissée rester avec nous quelques nuits.,empathetic
21707,J'ai déménagé dans le nord de l'Alaska l'an dernier et je ne connais personne.,empathetic
31024,tu sais que t'es brillante toi,chitchat
19844,Je me suis évanouie dans un avion!,empathetic
31832,où tu es,chitchat
27683,j'en ai marre de me sentir seul,chitchat
3540,Ma fille a peint une photo l'autre jour pour moi et on dirait qu'un professionnel l'a fait.,empathetic
28569,t'es vraiment inintéressante,chitchat
32437,tu peux bailler,chitchat
3597,J'ai confiance que ma petite amie peut nous amener en sécurité à l'hôtel. Nous sommes en vacances.,empathetic
12821,Je me marie l'année prochaine. J'espère que ma future femme ne me trompera pas.,empathetic
8503,Je n'ai pas gagné le loto,empathetic
16085,"Quand mon père est mort, je pensais que ma mère et moi étions seules, mais il y avait beaucoup de soutien.",empathetic
12266,J'étais en retard et j'ai perdu 200 dollars.,empathetic
18207,Je crains que ma sœur ne cherche pas l'aide dont elle a besoin pour traiter ses problèmes d'alcool.,empathetic
34024,tu peux me faire taper des barres,chitchat
25595,t'es trop stylé,chitchat
24566,Bigsby hi,chitchat
33640,Je suis saoulée que tu te répètes,chitchat
26109,parce que je suis complètement amoureux de toi,chitchat
26334,est-ce que j’ai des filles,chitchat
32631,est-ce que t'as un responsable,chitchat
14004,"Une fois, j'ai volé 50 $ de mon portefeuille de frères, il l'utilisait pour un rendez-vous et la fille ne l'a jamais rappelé.",empathetic
31859,quand es-tu née,chitchat
18963,"Je dis toujours que je ne suis pas une personne de jugement, mais en fait je le suis.",empathetic
37177,je vais sauter de la fenêtre,chitchat
23158,tu penses que je suis beau,chitchat
31529,est-ce que tu es un chat,chitchat
30141,qui est le plus beau de nous deux à ton avis,chitchat
20799,"Mon ami m'a invité à une fête de piscine, mais je ne sais pas nager.",empathetic
32888,Tu sais me faire un café,chitchat
11773,"Quand mon chien est mort, j'étais très émotif.",empathetic
8217,Je n'ai jamais gagné la loterie.,empathetic
5578,quand je passe 2 jours de triche,empathetic
28815,je trouve que tu es sacrément ennuyeuse,chitchat
7,"Une fois, j'ai perdu mon travail et je me suis énervé.",empathetic
3427,Mon patron veut me parler après le déjeuner.,empathetic
21029,Je me suis senti seul à Miami quand j'y ai déménagé. C'était ma première fois de rester loin de ma famille.,empathetic
21502,"J'ai découvert il y a deux semaines que je vais être père. C'est venu comme tout à fait le choc, parce que nous n'avons pas pu concevoir depuis 3 ans.",empathetic
15269,"J'étais très en colère, mon patron m'a embarrassé pour rien",empathetic
4436,Mon chat a vomi une boule de cheveux sur mon lit hier.,empathetic
28391,C’est bon les pommes,chitchat
25378,je veux être ton meilleur pote,chitchat
13783,J'avais vraiment besoin d'un B en calcul! J'ai étudié si dur pour la finale et je savais que j'allais bien faire quand j'y allais.,empathetic
34689,je suis chrétienne,chitchat
957,Je suis allé au tribunal récemment et l'autre partie ne s'est pas montrée à nouveau. Quelle perte de temps.,empathetic
5725,"J'ai étudié très dur pour mon examen, et je pense que je vais bien faire. J'ai mis des semaines de travail dans it, donc je suis presque sûr que je connais le matériel",empathetic
30953,est-ce que tu veux être le roi de l’univers,chitchat
6112,Je ne me sentais pas bien mais je n'ai pas eu assez d'avertissement et je ne suis pas arrivé aux toilettes à temps.,empathetic
14447,J'ai appelé ma banque pour résoudre le problème de leur blocage de ma carte de débit. Cela m'a pris des heures jusqu'à ce que j'arrive à un représentant.,empathetic
15415,J'ai récemment éternué accidentellement sur mon collègue au travail. Son visage était absolument horrifié et maintenant elle m'évite complètement.,empathetic
24673,Google aloha,chitchat
29936,à ton avis entre nous deux c'est lequel le plus beau,chitchat
27710,je me sens très souvent toute seule,chitchat
35848,Tu sais que tu es laide,chitchat
26219,est-ce que j’ai un chien,chitchat
19599,"L'autre jour, j'ai vu quelqu'un entrer par effraction dans ma voiture. Ils n'ont rien pris. Je ne suis pas sûr si je devrais me sentir violé, ou mauvais parce que je n'avais rien à voler.",empathetic
651,"Mon chat a disparu après 14 ans un jour, il n'est jamais revenu.",empathetic
31324,c’est qui ton époux,chitchat
6830,"Mon chat ne me laisse pas tranquille. Je ne comprends pas ce qu'il veut, mais il est si collant.",empathetic
25197,tu peux me dire quoi de neuf,chitchat
25574,est-ce que tu crois qu'il est possible de m'aimer bien,chitchat
6635,"Après tout le crédit supplémentaire et le travail dur, J'ai toujours échoué la classe.",empathetic
27122,je suis trop heureuse,chitchat
30000,entre nous qui est le plus beau,chitchat
10415,Je suis vraiment nerveux pour mon test de natation la semaine prochaine.,empathetic
28000,j'aime tellement prendre le train,chitchat
28389,Je vais courir,chitchat
18665,Nous sommes récemment allés en vacances à la plage et c'était tellement génial. Nous avons vraiment apprécié le temps de nous détendre et de nous coucher sur la plage.,empathetic
36482,ok je note,chitchat
24574,salut HAL,chitchat
19870,"J'étais assis sur le canapé après une longue journée. Ma famille était tout heureux, regarder la télé ensemble. Tout se sentait juste bien.",empathetic
27201,je veux me goinfrer,chitchat
33998,je voudrais que tu dises une blague,chitchat
16601,"Aujourd'hui, quand je rentrais du parc, un pit-bull me poursuivait. J'avais peur pour ma vie.",empathetic
29158,tu as envie de manger,chitchat
35851,t'es laide,chitchat
1955,Je vais bientôt commencer un nouveau travail.,empathetic
13434,Je viens de voir un bobcat devant chez moi.,empathetic
8002,"Quand j'étais petit au camp d'été, on aurait dit que personne n'allait venir me chercher à la fin de la journée. Je ne m'inquiétais pas parce que je savais que ma mère allait venir me chercher.",empathetic
5383,J'ai fini l'université en mai après 4 longues années,empathetic
20437,"J'essaie de récupérer un compte de jeu vidéo et le support client est tellement étonnamment stupide, qu'ils me demandent mon code de jeu quand c'est ce que je n'ai pas et pourquoi je les ai contactés",empathetic
25901,tu est programmée pour m’aimer,chitchat
32884,Tu sais nourrir le chien,chitchat
19007,"J'ai récemment brûlé mes cheveux avec mes cheveux secs et ça a l'air si mauvais, je me demande ce que les gens pensent quand ils me voient avec mes cheveux comme ça",empathetic
2332,Je m'inquiète quand ma copine dit qu'on doit parler et qu'il s'avère que ce n'est rien de grand,empathetic
34892,t'es capable de chanter un air connu,chitchat
5683,"Était l'épicerie shopping, et a vu mon vieux meilleur frit dans l'allée laitière. Je ne leur ai pas parlé comme dix ans, même si nous étions vraiment proches. Nous avons rattrapé un peu bit, et échangé des numéros pour parler plus tard.",empathetic
24902,joyeuse armistice,chitchat
35594,ta blague est pas drôle,chitchat
8445,Je suis triste que l'ACDC soit en tournée cette année.,empathetic
27620,je me sens vraiment tout seul,chitchat
12463,J'ai nettoyé mon sous-sol et j'ai découvert que des souris avaient fait une maison dans des boîtes. Il y avait du caca de souris partout!,empathetic
11201,Ma fille a 2 ans la semaine prochaine.,empathetic
25407,veux-tu être ma meilleure amie,chitchat
26816,je suis vraiment hyper colère,chitchat
8863,Je suis un peu contrariée que ma carrière en immobilier en Floride n'ait pas été comme je l'avais prévu.,empathetic
29531,tu sais qui est d'autres chatbots,chitchat
34104,peux-tu raconter quelque chose de rigolo,chitchat
27276,j'ai envie de manger,chitchat
27391,mais t'as pas compris la vanne,chitchat
18664,Je suis triste de ne pas pouvoir voir le film que je veux voir.,empathetic
7800,J'attends les rapports de mon médecin. Je ne sais pas ce qui m'arrive et je le découvrirai.,empathetic
19390,J'ai été très triste quand j'ai découvert que les maisons de mes voisins allaient être démolies parce que la ville l'avait ordonné.,empathetic
11400,J'espérais aller à ce concours d'écriture merveilleux. J'ai signé et tout. Puis les circonstances ont changé et j'ai dû annuler. Je me sentais si mal que je ne pouvais pas y aller.,empathetic
7838,Mon 30ème anniversaire est bientôt!,empathetic
2556,Mon patron m'a virée sans raison.,empathetic
34937,est-ce que tu sais me chanter une chanson,chitchat
5170,J'ai eu un rêve où j'avais l'impression d'avoir plu. Je me suis réveillé et j'ai vu mon chien comme me léchant partout. J'étais tellement choqué de le voir faire ça!,empathetic
19303,J'étais sur le patio et un rugissement géant rampé sous le pont. Il était aussi grand qu'une balle de golf.,empathetic
17854,Découvrir à propos de bébé garçon,empathetic
7257,Je suis si heureuse que mes enfants aiment encore l'école.,empathetic
20687,"Il m'a fallu jusqu'à ce que j'aie 30, mais j'ai finalement obtenu mon diplôme d'université avec mes baccalauréats en chimie. Je suis si heureux d'avoir atteint cet objectif.",empathetic
171,quand ma fille s'est étouffée sur un morceau de nourriture,empathetic
34667,je suis tunisienne,chitchat
25080,je te souhaite une bonne Saint-Valentin,chitchat
36816,je sais que tu m'aimes pas,chitchat
16919,J'ai visité ma ville natale pendant les vacances. Je suis passé devant mon ancien lycée. J'ai toujours l'air exactement la même.,empathetic
29208,est-ce que tu as parfois envie de bouffer,chitchat
9645,Je faisais des recherches et mon mentor m'a dit que le travail était très réfléchi.,empathetic
224,J'étais prêt pour le test d'histoire.,empathetic
9319,"J'attends depuis longtemps que notre église puisse m'engager en tant qu'administrateur. Malheureusement, ils n'ont toujours pas été en mesure de le faire.",empathetic
18280,Mon chien a mâché un de mes flops l'autre jour.,empathetic
35753,Est-ce que tu crois que c'était amusant,chitchat
14159,"Le réf a rappelé mon but que j'ai marqué, il ne l'a pas vu entrer.",empathetic
4861,"Je me souviens quand un bar à bonbons n'avait que 50 cents, c'était le bon vieux temps.",empathetic
16214,J'ai récemment arrêté à Sonic et j'ai eu un classique du houblon.,empathetic
36245,qu’est-ce que c’est que cette réponse complètement nulle,chitchat
16729,capacités ce qu'ils peuvent causer,empathetic
7403,"Mon voisin, que j'ai vécu près de moi pendant huit ans, vient d'avoir un tout nouveau bateau. Nous sommes bien amis, et nous nous entendons bien, et je n'ai généralement aucun sentiment négatif envers lui. Mais je ne peux pas m'empêcher de sentir qu'il est meilleur que moi après avoir eu un bateau.",empathetic
30778,veux-tu exterminer l’humanité,chitchat
35221,t’es idiote,chitchat
17991,Je me suis senti mal après.,empathetic
5282,"Un employé que j'ai aidé à former, vient de devenir un gestionnaire et va faire des projets vraiment grands pour l'équipe",empathetic
18822,Mon mari vient d'obtenir une promotion au travail! Il a travaillé si dur pour obtenir ceci et je suis très excité pour lui!,empathetic
21886,J'aime mes petits bébés en fourrure ils sont ma famille et si chaleureux je ne les regarde pas comme des chiens ce sont mes bébés.,empathetic
17315,J'ai décidé de faire un peu de nettoyage. J'essayais de me débarrasser de certains vieux trucs et je ne pouvais pas le trouver en moi pour jeter certains de ces trucs loin,empathetic
28287,pourquoi je me sens tellement triste,chitchat
6773,"Donc j'essaie de participer à un concours de musculation, je pense que je peux gagner",empathetic
24034,bonjour du matin,chitchat
5031,Je suis allé en cours en sachant que j'allais avoir un A.,empathetic
28160,je me sens souvent très déprimé,chitchat
36713,tu es vraiment hilarante,chitchat
4745,"Mon mari et moi n'avons pas d'habitude des cadeaux pour Noël, mais l'an dernier, il m'a donné one, c'était un chiot animal de compagnie. Je n'aurais pas pu être plus choqué.",empathetic
35799,Je suis sûre  que tu es laide,chitchat
19517,"Une fois, j'ai rencontré un ami du collège.",empathetic
9771,J'ai peur de ne pas pouvoir payer ma voiture ce mois-ci.,empathetic
22623,"Je n'ai jamais eu la chance d'être promu au travail, même si tous mes collègues l'ont fait.",empathetic
9884,Juste avant mon examen final en cours de calcul. J'ai besoin de marquer au-dessus d'un 70.,empathetic
32280,Veux-tu respirer,chitchat
1048,"J'ai finalement eu un entretien, je postule depuis des mois!",empathetic
26964,bouge pas je vais revenir après,chitchat
10248,On a un nouveau collègue la semaine prochaine.,empathetic
21065,"La semaine dernière, au cours d'une présentation, je savais que j'allais bien faire. J'avais passé des semaines à apprendre le matériel.",empathetic
29981,de toi et moi dis qui est le plus beau,chitchat
32080,Es-tu capable de me demander un truc sur moi,chitchat
16236,Je suis allé acheter une voiture chez un concessionnaire et j'ai senti qu'on m'en tirait profit.,empathetic
24110,une bonne nuit très chère,chitchat
25418,tu voudrais être mon meilleur copain,chitchat
10391,J'ai gagné 20 $ sur une égratignure!,empathetic
11196,"Je n'arrivais pas à croire qu'il, quelqu'un avait volé mon ordinateur portable.",empathetic
8887,"Je suis plutôt heureux de la façon dont ma vie va ces jours-ci, il n'y a pas trop à se plaindre de",empathetic
22906,je ne sais pas quoi faire,chitchat
27173,tout va super bien,chitchat
11936,mon chat a vomi sur mon tapis,empathetic
5264,J'ai un ticket de vitesse l'autre jour.,empathetic
20036,"J'étais très heureux d'un moment où j'ai vu une dame âgée se faire aider par un homme plus jeune , son plaisir de voir les gens aider encore les autres aujourd'hui.",empathetic
22970,je ne suis pas sûre de ce que je dois faire,chitchat
33825,peux-tu me donner des blagues,chitchat
1560,J'ai eu un fusil pour Noël l'an dernier. J'étais si heureux de l'utiliser pour chasser les petits animaux!,empathetic
7376,Maroon 5 vient en ville. Je n'ai jamais vu ces gars vivre.,empathetic
4665,J'espère que mon frère va fêter mon anniversaire.,empathetic
34599,j'ai les yeux gris bleu,chitchat
19719,"quand je traversais un divorce, argent était serré, ma mère est entré et a aidé avec les honoraires d'avocat, était si utile.",empathetic
23628,ciao ma chère,chitchat
13076,J'ai trouvé un petit chaton sur la route.,empathetic
23990,tu es capable d'expliquer ta réponse,chitchat
13235,Je n'aime vraiment pas quand je commande un hamburger sans ketchup et qu'ils le mettent encore.,empathetic
10959,J'ai mangé le dernier morceau de gâteau.,empathetic
23115,tu trouves que je suis stylée physiquement,chitchat
756,"Je ne me sentais pas bien une fois quand je suis venu à la cour ivre. J'ai paniqué à chaque minute en espérant ne pas être attrapé, et finalement des dates de cour plus tard j'ai été jeté dans une prison. J'avais honte de moi-même.",empathetic
14981,"Je suis si triste, ma mère est décédée récemment d'une crise cardiaque",empathetic
33502,Est-ce que tu sais répondre une autre réponse,chitchat
10342,Mon mari et moi sommes mariés depuis 22 ans. Nos filles ont 15 et 18 ans et la vie est assez pêche.,empathetic
31362,qui est ta petite amie,chitchat
10758,Mon ami m'a avoué qu'ils m'aimaient.,empathetic
23315,je suis contrit,chitchat
30007,entre nous deux c'est qui le plus beau,chitchat
26261,où est-ce que j’habite,chitchat
9821,J'ai atterri dans ma tasse de café ce matin.,empathetic
7651,Je viens de gagner 100 $ sur une égratignure.,empathetic
20151,"Je fais de mon mieux pour ne pas être jalouse, mais j'ai vu ma copine rire avec un autre mec.",empathetic
7351,"Chaque fois que j'essaie de manger dinner, un vendeur m'appelle au téléphone.",empathetic
20642,Mon fils a dit son premier mot l'autre jour.,empathetic
5325,J'ai dû faire vérifier mon pied au docteur récemment.,empathetic
979,J'étais très seule quand j'étais en prison.,empathetic
3637,"Quand j'étais au lycée, quelques camarades de classe et j'ai triché sur un test de maths. Je le regrette aussi aujourd'hui.",empathetic
23068,je plais aux filles,chitchat
36108,t’as pas plus bête comme réponse,chitchat
17925,"Je dis toujours que je déteste quand d'autres mamans se font honte, mais je fais la même chose.",empathetic
37069,je pense à sauter du toit d'un immeuble,chitchat
35728,tu crois vraiment que c'est drôle,chitchat
35342,tu es vraiment stupide,chitchat
18670,J'ai un entretien d'embauche prévu pour la semaine prochaine et je suis vraiment nerveux!,empathetic
30841,tu es Skynet,chitchat
25209,t'es mon copain,chitchat
31950,est-ce que t’es plus âgé que moi,chitchat
12957,"Il y avait une tortue dans ma cour un jour juste panting et chaud et tout séché. J'ai été choqué. C'est une qui reste normalement enterrée, une tortue terrestre.",empathetic
35323,tu es idiote,chitchat
17039,J'ai pris tout mon matériel pour un voyage de chasse le week-end prochain.,empathetic
35609,c'est vraiment pas marrant du tout,chitchat
35100,c'est super,chitchat
36930,je voudrais bien un câlin,chitchat
19503,"MON colocataire a eu un nouveau chat la semaine dernière, et nous les avons finalement laissés se rencontrer aujourd'hui. J'étais tellement nerveux et inquiet à ce sujet.",empathetic
30261,tu sais que je suis plus brillant que toi,chitchat
6560,"J'ai hâte d'avoir mon entretien d'embauche, je sais que je l'obtiendrai.",empathetic
33924,j'aimerais des blagues maintenant,chitchat
15573,J'ai eu honte une fois quand j'ai reçu un bulletin quand j'étais jeune et je me suis mal comporté. Mes parents m'ont fait confiance pour faire bien et je ne me suis pas bien débrouillé.,empathetic
29671,dis qu'est-ce que ton groupe préféré,chitchat
282,Mon père s'est accidentellement mis dans le poison des rats et est mort.,empathetic
4872,Je n'avais pas de colocataire en première année de fac.,empathetic
23453,Je comprends vraiment rien,chitchat
27320,t'as vu que je riais,chitchat
21134,Une de mes œuvres a été sélectionnée pour être exposée dans une exposition d'art. Je me sentais très bien à propos de l'effort que j'ai fait pour arriver à ce point.,empathetic
29887,quel est le vrai sens de la vie,chitchat
4959,J'étais séré pour réparer une vieille voiture.,empathetic
36163,t’as trouvé que ça à me répondre,chitchat
6080,Je me souviens de l'époque où le gaz était un dollar le gallon.,empathetic
17281,"J'étais au magasin et j'ai laissé tomber mon portefeuille. Heureusement, un vieil homme l'a ramassé et me l'a rendu avant même que je remarque!",empathetic
3378,Ma copine m'a dit qu'elle voulait me parler.,empathetic
32478,t'aimerais péter,chitchat
25735,t'es grave stylé,chitchat
12511,"J'ai marché dans un caca de chien quand je suis allé sur une promenade hier,ugh.",empathetic
14673,"Hier soir, je regardais un très bon film avec un bol de pop corn avec mon mari. J'étais tellement à l'aise.",empathetic
